rid,tpl,pta,ptd,wta,wtp,wtd,arr_et,arr_wet,arr_atRemoved,pass_et,pass_wet,pass_atRemoved,dep_et,dep_wet,dep_atRemoved,arr_at,pass_at,dep_at,cr_code,lr_code
202004017037405,DISS,08:07,08:08,08:07,,08:08:30,,,false,,,,,,false,08:05,,08:07,,
202004017037405,TROWSEJ,,,,08:24:30,,,,,,,false,,,,,08:20,,,
202004017037405,TRWSSBJ,,,,08:25:30,,,,,,,false,,,,,08:21,,,
202004017037405,NRCHTPJ,,,,08:26,,,,,,,false,,,,,08:22,,,
202004017037405,NRCH,08:28,,08:28,,,,,false,,,,,,,08:23,,,,
202004017037407,LIVST,,07:30,,,07:30,,,,,,,,,false,,,07:29,,
202004017037407,BTHNLGR,,,,07:33,,,,,,,false,,,,,07:32,,,
202004017037407,BOWJ,,,,07:35,,,,,,,false,,,,,07:34,,,
202004017037407,STFD,,07:38,07:37:30,,07:38:30,,,false,,,,,,false,07:36,,07:37,,
202004017037407,MRYLAND,,,,07:40,,,,,,,false,,,,,07:38,,,
202004017037407,FRSTGTJ,,,,07:41,,,,,,,false,,,,,07:39,,,
202004017037407,MANRPK,,,,07:41:30,,,,,07:39,,false,,,,,,,,
202004017037407,ILFORD,,,,07:42:30,,,,,,,false,,,,,07:40,,,
202004017037407,SVNKNGS,,,,07:43,,,,,,,false,,,,,07:41,,,
202004017037407,GODMAYS,,,,07:43:30,,,,,,,false,,,,,07:41,,,
202004017037407,CHDWLHT,,,,07:44,,,,,,,false,,,,,07:42,,,
202004017037407,GIDEAPK,,,,07:47,,,,,,,false,,,,,07:44,,,
202004017037407,ROMFORD,,,,07:46,,,,,,,false,,,,,07:44,,,
202004017037407,HRLDWOD,,,,07:48,,,,,,,false,,,,,07:46,,,
202004017037407,BRTWOOD,,,,07:51,,,,,,,false,,,,,07:48,,,
202004017037407,SHENFLD,,,,07:53:30,,,,,,,false,,,,,07:49,,,
202004017037407,CHLMSFD,08:02,08:03,08:02,,08:03,,,false,,,,,,false,07:56,,08:02,,
202004017037407,WITHAME,,,,08:11,,,,,,,false,,,,,08:09,,,
202004017037407,MRKSTEY,,,,08:16,,,,,,,false,,,,,08:14,,,
202004017037407,CLCHSTR,08:22,08:23,08:21:30,,08:23:30,,,false,,,,,,false,08:18,,08:22,,
202004017037407,MANNGTR,08:31,08:32,08:31,,08:32,,,false,,,,,,false,08:29,,08:31,,
202004017037407,IPSWHJN,,,,08:40,,,,,,,false,,,,,08:38,,,
202004017037407,IPSWICH,08:42,08:44,08:42,,08:44,,,false,,,,,,false,08:40,,08:43,,
202004017037407,IPSWESJ,,,,08:45:30,,,,,,,false,,,,,08:45,,,
202004017037407,IPSWEPJ,,,,08:46:30,,,,,08:46,,false,,,,,,,,
202004017037407,STWMRKT,08:54,08:55,08:54,,08:55:30,,,false,,,,,,false,08:53,,08:54,,
202004017037407,HAGHLYJ,,,,08:58:30,,,,,,,false,,,,,08:57,,,
202004017037407,DISS,09:07,09:08,09:07,,09:08:30,,,false,,,,,,false,09:05,,09:07,,
202004017037407,TROWSEJ,,,,09:24:30,,,,,,,false,,,,,09:21,,,
202004017037407,TRWSSBJ,,,,09:25:30,,,,,09:22,,false,,,,,,,,
202004017037407,NRCHTPJ,,,,09:26,,,,,,,false,,,,,09:22,,,
202004017037407,NRCH,09:28,,09:28,,,,,false,,,,,,,09:23,,,,
202004017037408,LIVST,,08:30,,,08:30,,,,,,,,,false,,,08:29,,
202004017037408,BTHNLGR,,,,08:33,,,,,,,false,,,,,08:32,,,
202004017037408,BOWJ,,,,08:35,,,,,,,false,,,,,08:34,,,
202004017037408,STFD,,08:38,08:37:30,,08:38:30,,,false,,,,,,false,08:36,,08:37,,
202004017037408,MRYLAND,,,,08:40,,,,,,,false,,,,,08:38,,,
202004017037408,FRSTGTJ,,,,08:41,,,,,,,false,,,,,08:39,,,
202004017037408,ILFORD,,,,08:42:30,,,,,,,false,,,,,08:40,,,
202004017037408,MANRPK,,,,08:41:30,,,,,08:40,,false,,,,,,,,
202004017037408,SVNKNGS,,,,08:43,,,,,,,false,,,,,08:41,,,
202004017037408,GODMAYS,,,,08:43:30,,,,,,,false,,,,,08:42,,,
202004017037408,CHDWLHT,,,,08:44,,,,,,,false,,,,,08:42,,,
202004017037408,GIDEAPK,,,,08:47,,,,,,,false,,,,,08:44,,,
202004017037408,ROMFORD,,,,08:46,,,,,,,false,,,,,08:44,,,
202004017037408,HRLDWOD,,,,08:48,,,,,,,false,,,,,08:46,,,
202004017037408,BRTWOOD,,,,08:51,,,,,,,false,,,,,08:48,,,
202004017037408,SHENFLD,,,,08:53:30,,,,,,,false,,,,,08:50,,,
202004017037408,CHLMSFD,09:02,09:03,09:02,,09:03,,,false,,,,,,false,08:57,,09:02,,
202004017037408,WITHAME,,,,09:11,,,,,,,false,,,,,09:09,,,
202004017037408,MRKSTEY,,,,09:16,,,,,,,false,,,,,09:14,,,
202004017037408,CLCHSTR,09:22,09:23,09:21:30,,09:23:30,,,false,,,,,,false,09:18,,09:22,,
202004017037408,MANNGTR,09:31,09:32,09:31,,09:32,,,false,,,,,,false,09:29,,09:31,,
202004017037408,IPSWHJN,,,,09:40,,,,,,,false,,,,,09:38,,,
202004017037408,IPSWICH,09:42,09:44,09:42,,09:44,,,false,,,,,,false,09:40,,09:43,,
202004017037408,IPSWESJ,,,,09:45:30,,,,,,,false,,,,,09:45,,,
202004017037408,IPSWEPJ,,,,09:46:30,,,,,09:46,,false,,,,,,,,
202004017037408,STWMRKT,09:54,09:55,09:54,,09:55:30,,,false,,,,,,false,09:53,,09:54,,
202004017037408,HAGHLYJ,,,,09:58:30,,,,,,,false,,,,,09:57,,,
202004017037408,DISS,10:07,10:08,10:07,,10:08,,,false,,,,,,false,10:06,,10:07,,
202004017037408,TROWSEJ,,,,10:24,,,,,,,false,,,,,10:20,,,
202004017037408,TRWSSBJ,,,,10:25,,,,,10:21,,false,,,,,,,,
202004017037408,NRCHTPJ,,,,10:25:30,,,,,,,false,,,,,10:22,,,
202004017037408,NRCH,10:27,,10:27,,,,,false,,,,,,,10:23,,,,
202004017037410,LIVST,,09:30,,,09:30,,,,,,,,,false,,,09:30,,
202004017037410,BTHNLGR,,,,09:33,,,,,,,false,,,,,09:32,,,
202004017037410,BOWJ,,,,09:35,,,,,,,false,,,,,09:34,,,
202004017037410,STFD,,09:38,09:37:30,,09:38:30,,,false,,,,,,false,09:35,,09:37,,
202004017037410,MRYLAND,,,,09:40,,,,,,,false,,,,,09:38,,,
202004017037410,FRSTGTJ,,,,09:41,,,,,,,false,,,,,09:39,,,
202004017037410,ILFORD,,,,09:42:30,,,,,,,false,,,,,09:40,,,
202004017037410,MANRPK,,,,09:41:30,,,,,09:40,,false,,,,,,,,
202004017037410,SVNKNGS,,,,09:43,,,,,,,false,,,,,09:41,,,
202004017037410,GODMAYS,,,,09:43:30,,,,,,,false,,,,,09:42,,,
202004017037410,CHDWLHT,,,,09:44,,,,,,,false,,,,,09:42,,,
202004017037410,GIDEAPK,,,,09:47,,,,,,,false,,,,,09:44,,,
202004017037410,ROMFORD,,,,09:46,,,,,,,false,,,,,09:44,,,
202004017037410,HRLDWOD,,,,09:48,,,,,,,false,,,,,09:46,,,
202004017037410,BRTWOOD,,,,09:51,,,,,,,false,,,,,09:49,,,
202004017037410,SHENFLD,,,,09:53:30,,,,,,,false,,,,,09:50,,,
202004017037410,CHLMSFD,10:02,10:03,10:02,,10:03,,,false,,,,,,false,09:58,,10:02,,
202004017037410,WITHAME,,,,10:11,,,,,,,false,,,,,10:09,,,
202004017037410,MRKSTEY,,,,10:16,,,,,,,false,,,,,10:14,,,
202004017037410,CLCHSTR,10:22,10:23,10:21:30,,10:23:30,,,false,,,,,,false,10:18,,10:22,,
202004017037410,MANNGTR,10:31,10:32,10:31,,10:32,,,false,,,,,,false,10:29,,10:31,,
202004017037410,IPSWHJN,,,,10:40,,,,,,,false,,,,,10:38,,,
202004017037410,IPSWICH,10:42,10:44,10:42,,10:44,,,false,,,,,,false,10:40,,10:43,,
202004017037410,IPSWESJ,,,,10:45:30,,,,,,,false,,,,,10:45,,,
202004017037410,IPSWEPJ,,,,10:46:30,,,,,10:46,,false,,,,,,,,
202004017037410,STWMRKT,10:54,10:55,10:54,,10:55:30,,,false,,,,,,false,10:52,,10:54,,
202004017037410,HAGHLYJ,,,,10:58:30,,,,,,,false,,,,,10:57,,,
202004017037410,DISS,11:07,11:08,11:07,,11:08:30,,,false,,,,,,false,11:05,,11:07,,
202004017037410,TROWSEJ,,,,11:24:30,,,,,,,false,,,,,11:20,,,
202004017037410,TRWSSBJ,,,,11:25:30,,,,,,,false,,,,,11:21,,,
202004017037410,NRCHTPJ,,,,11:26,,,,,,,false,,,,,11:22,,,
202004017037410,NRCH,11:28,,11:28,,,,,false,,,,,,,11:23,,,,
202004017037412,LIVST,,10:30,,,10:30,,,,,,,,,false,,,10:29,,
202004017037412,BTHNLGR,,,,10:33,,,,,,,false,,,,,10:32,,,
202004017037412,BOWJ,,,,10:35,,,,,,,false,,,,,10:34,,,
202004017037412,STFD,,10:38,10:37:30,,10:38:30,,,false,,,,,,false,10:36,,10:38,,
202004017037412,MRYLAND,,,,10:40,,,,,,,false,,,,,10:39,,,
202004017037412,FRSTGTJ,,,,10:41,,,,,,,false,,,,,10:40,,,
202004017037412,MANRPK,,,,10:41:30,,,,,10:40,,false,,,,,,,,
202004017037412,ILFORD,,,,10:42:30,,,,,,,false,,,,,10:41,,,
202004017037412,SVNKNGS,,,,10:43,,,,,,,false,,,,,10:42,,,
202004017037412,GODMAYS,,,,10:43:30,,,,,,,false,,,,,10:42,,,
202004017037412,CHDWLHT,,,,10:44,,,,,,,false,,,,,10:43,,,
202004017037412,GIDEAPK,,,,10:47,,,,,,,false,,,,,10:45,,,
202004017037412,ROMFORD,,,,10:46,,,,,,,false,,,,,10:45,,,
202004017037412,HRLDWOD,,,,10:48,,,,,,,false,,,,,10:47,,,
202004017037412,BRTWOOD,,,,10:51,,,,,,,false,,,,,10:49,,,
202004017037412,SHENFLD,,,,10:53:30,,,,,,,false,,,,,10:51,,,
202004017037412,CHLMSFD,11:02,11:03,11:02,,11:03,,,false,,,,,,false,11:00,,11:02,,
202004017037412,WITHAME,,,,11:11,,,,,,,false,,,,,11:10,,,
202004017037412,MRKSTEY,,,,11:16,,,,,,,false,,,,,11:15,,,
202004017037412,CLCHSTR,11:22,11:23,11:21:30,,11:23:30,,,false,,,,,,false,11:19,,11:22,,
202004017037412,MANNGTR,11:31,11:32,11:31,,11:32,,,false,,,,,,false,11:29,,11:32,,
202004017037412,IPSWHJN,,,,11:40,,,,,,,false,,,,,11:38,,,
202004017037412,IPSWICH,11:42,11:44,11:42,,11:44,,,false,,,,,,false,11:41,,11:43,,
202004017037412,IPSWESJ,,,,11:45:30,,,,,,,false,,,,,11:45,,,
202004017037412,IPSWEPJ,,,,11:46:30,,,,,11:46,,false,,,,,,,,
202004017037412,STWMRKT,11:54,11:55,11:54,,11:55:30,,,false,,,,,,false,11:54,,11:54,,
202004017037412,HAGHLYJ,,,,11:58:30,,,,,,,false,,,,,11:58,,,
202004017037412,DISS,12:07,12:08,12:07,,12:08:30,,,false,,,,,,false,12:06,,12:07,,
202004017037412,TROWSEJ,,,,12:24:30,,,,,,,false,,,,,12:20,,,
202004017037412,TRWSSBJ,,,,12:26:30,,,,,,,false,,,,,12:21,,,
202004017037412,NRCHTPJ,,,,12:27,,,,,,,false,,,,,12:22,,,
202004017037412,NRCH,12:29,,12:29,,,,,false,,,,,,,12:23,,,,
202004017037414,LIVST,,11:30,,,11:30,,,,,,,,,false,,,11:31,,
202004017037414,BTHNLGR,,,,11:33,,,,,,,false,,,,,11:34,,,
202004017037414,BOWJ,,,,11:35,,,,,,,false,,,,,11:36,,,
202004017037414,STFD,,11:38,11:37:30,,11:38:30,,,false,,,,,,false,11:38,,11:39,,
202004017037414,MRYLAND,,,,11:40,,,,,,,false,,,,,11:40,,,
202004017037414,FRSTGTJ,,,,11:41,,,,,,,false,,,,,11:41,,,
202004017037414,ILFORD,,,,11:42:30,,,,,,,false,,,,,11:42,,,
202004017037414,MANRPK,,,,11:41:30,,,,,11:42,,false,,,,,,,,
202004017037414,SVNKNGS,,,,11:43,,,,,,,false,,,,,11:43,,,
202004017037414,GODMAYS,,,,11:43:30,,,,,,,false,,,,,11:44,,,
202004017037414,CHDWLHT,,,,11:44,,,,,,,false,,,,,11:44,,,
202004017037414,GIDEAPK,,,,11:47,,,,,,,false,,,,,11:46,,,
202004017037414,ROMFORD,,,,11:46,,,,,,,false,,,,,11:46,,,
202004017037414,HRLDWOD,,,,11:48,,,,,,,false,,,,,11:48,,,
202004017037414,BRTWOOD,,,,11:51,,,,,,,false,,,,,11:50,,,
202004017037414,SHENFLD,,,,11:53:30,,,,,,,false,,,,,11:52,,,
202004017037414,CHLMSFD,12:02,12:03,12:02,,12:03,,,false,,,,,,false,11:59,,12:03,,
202004017037414,WITHAME,,,,12:11,,,,,,,false,,,,,12:09,,,
202004017037414,MRKSTEY,,,,12:16,,,,,,,false,,,,,12:14,,,
202004017037414,CLCHSTR,12:22,12:23,12:21:30,,12:23:30,,,false,,,,,,false,12:18,,12:22,,
202004017037414,MANNGTR,12:31,12:32,12:31,,12:32,,,false,,,,,,false,12:29,,12:32,,
202004017037414,IPSWHJN,,,,12:40,,,,,,,false,,,,,12:38,,,
202004017037414,IPSWICH,12:42,12:44,12:42,,12:44,,,false,,,,,,false,12:40,,12:43,,
202004017037414,IPSWESJ,,,,12:45:30,,,,,,,false,,,,,12:45,,,
202004017037414,IPSWEPJ,,,,12:46:30,,,,,12:46,,false,,,,,,,,
202004017037414,STWMRKT,12:54,12:55,12:54,,12:55:30,,,false,,,,,,false,12:53,,12:54,,
202004017037414,HAGHLYJ,,,,12:58:30,,,,,,,false,,,,,12:58,,,
202004017037414,DISS,13:07,13:08,13:07,,13:08:30,,,false,,,,,,false,13:06,,13:08,,
202004017037414,TROWSEJ,,,,13:24:30,,,,,,,false,,,,,13:20,,,
202004017037414,TRWSSBJ,,,,13:25:30,,,,,13:21,,false,,,,,,,,
202004017037414,NRCHTPJ,,,,13:26,,,,,,,false,,,,,13:22,,,
202004017037414,NRCH,13:28,,13:28,,,,,false,,,,,,,13:23,,,,
202004017037416,LIVST,,12:30,,,12:30,,,,,,,,,false,,,12:29,,
202004017037416,BTHNLGR,,,,12:33,,,,,,,false,,,,,12:32,,,
202004017037416,BOWJ,,,,12:35,,,,,,,false,,,,,12:34,,,
202004017037416,STFD,,12:38,12:37:30,,12:38:30,,,false,,,,,,false,12:35,,12:37,,
202004017037416,MRYLAND,,,,12:40,,,,,,,false,,,,,12:38,,,
202004017037416,FRSTGTJ,,,,12:41,,,,,,,false,,,,,12:39,,,
202004017037416,ILFORD,,,,12:42:30,,,,,,,false,,,,,12:40,,,
202004017037416,MANRPK,,,,12:41:30,,,,,12:40,,false,,,,,,,,
202004017037416,SVNKNGS,,,,12:43,,,,,,,false,,,,,12:41,,,
202004017037416,GODMAYS,,,,12:43:30,,,,,,,false,,,,,12:41,,,
202004017037416,CHDWLHT,,,,12:44,,,,,,,false,,,,,12:42,,,
202004017037416,GIDEAPK,,,,12:47,,,,,,,false,,,,,12:44,,,
202004017037416,ROMFORD,,,,12:46,,,,,,,false,,,,,12:44,,,
202004017037416,HRLDWOD,,,,12:48,,,,,,,false,,,,,12:46,,,
202004017037416,BRTWOOD,,,,12:51,,,,,,,false,,,,,12:48,,,
202004017037416,SHENFLD,,,,12:53:30,,,,,,,false,,,,,12:50,,,
202004017037416,CHLMSFD,13:02,13:03,13:02,,13:03,,,false,,,,,,false,12:58,,13:02,,
202004017037416,WITHAME,,,,13:11,,,,,,,false,,,,,13:09,,,
202004017037416,MRKSTEY,,,,13:16,,,,,,,false,,,,,13:14,,,
202004017037416,CLCHSTR,13:22,13:23,13:21:30,,13:23:30,,,false,,,,,,false,13:18,,13:22,,
202004017037416,MANNGTR,13:31,13:32,13:31,,13:32,,,false,,,,,,false,13:29,,13:32,,
202004017037416,IPSWHJN,,,,13:40,,,,,,,false,,,,,13:38,,,
202004017037416,IPSWICH,13:42,13:44,13:42,,13:44,,,false,,,,,,false,13:41,,13:43,,
202004017037416,IPSWESJ,,,,13:45:30,,,,,,,false,,,,,13:45,,,
202004017037416,IPSWEPJ,,,,13:46:30,,,,,13:46,,false,,,,,,,,
202004017037416,STWMRKT,13:54,13:55,13:54,,13:55:30,,,false,,,,,,false,13:53,,13:54,,
202004017037416,HAGHLYJ,,,,13:58:30,,,,,,,false,,,,,13:58,,,
202004017037416,DISS,14:07,14:08,14:07,,14:08:30,,,false,,,,,,false,14:06,,14:08,,
202004017037416,TROWSEJ,,,,14:24:30,,,,,,,false,,,,,14:21,,,
202004017037416,TRWSSBJ,,,,14:25:30,,,,,14:22,,false,,,,,,,,
202004017037416,NRCHTPJ,,,,14:26,,,,,,,false,,,,,14:22,,,
202004017037416,NRCH,14:29,,14:29,,,,,false,,,,,,,14:23,,,,
202004017037418,LIVST,,13:30,,,13:30,,,,,,,,,false,,,13:29,,
202004017037418,BTHNLGR,,,,13:33,,,,,,,false,,,,,13:33,,,
202004017037418,BOWJ,,,,13:35,,,,,,,false,,,,,13:35,,,
202004017037418,STFD,,13:38,13:37:30,,13:38:30,,,false,,,,,,false,13:36,,13:38,,
202004017037418,MRYLAND,,,,13:40,,,,,,,false,,,,,13:39,,,
202004017037418,FRSTGTJ,,,,13:41,,,,,,,false,,,,,13:40,,,
202004017037418,ILFORD,,,,13:42:30,,,,,,,false,,,,,13:41,,,
202004017037418,MANRPK,,,,13:41:30,,,,,13:41,,false,,,,,,,,
202004017037418,SVNKNGS,,,,13:43,,,,,,,false,,,,,13:42,,,
202004017037418,GODMAYS,,,,13:43:30,,,,,,,false,,,,,13:43,,,
202004017037418,CHDWLHT,,,,13:44,,,,,,,false,,,,,13:43,,,
202004017037418,ROMFORD,,,,13:46,,,,,,,false,,,,,13:45,,,
202004017037418,GIDEAPK,,,,13:47,,,,,,,false,,,,,13:46,,,
202004017037418,HRLDWOD,,,,13:48,,,,,,,false,,,,,13:47,,,
202004017037418,BRTWOOD,,,,13:51,,,,,,,false,,,,,13:49,,,
202004017037418,SHENFLD,,,,13:53:30,,,,,,,false,,,,,13:51,,,
202004017037418,CHLMSFD,14:02,14:03,14:02,,14:03,,,false,,,,,,false,13:58,,14:02,,
202004017037418,WITHAME,,,,14:11,,,,,,,false,,,,,14:09,,,
202004017037418,MRKSTEY,,,,14:16,,,,,,,false,,,,,14:14,,,
202004017037418,CLCHSTR,14:22,14:23,14:21:30,,14:23:30,,,false,,,,,,false,14:18,,14:22,,
202004017037418,MANNGTR,14:31,14:32,14:31,,14:32,,,false,,,,,,false,14:29,,14:32,,
202004017037418,IPSWHJN,,,,14:40,,,,,,,false,,,,,14:38,,,
202004017037418,IPSWICH,14:42,14:44,14:42,,14:44,,,false,,,,,,false,14:40,,14:43,,
202004017037418,IPSWESJ,,,,14:45:30,,,,,,,false,,,,,14:45,,,
202004017037418,IPSWEPJ,,,,14:46:30,,,,,14:46,,false,,,,,,,,
202004017037418,STWMRKT,14:54,14:55,14:54,,14:55:30,,,false,,,,,,false,14:53,,14:54,,
202004017037418,HAGHLYJ,,,,14:58:30,,,,,,,false,,,,,14:57,,,
202004017037418,DISS,15:07,15:08,15:07,,15:08:30,,,false,,,,,,false,15:05,,15:07,,
202004017037418,TROWSEJ,,,,15:24:30,,,,,,,false,,,,,15:20,,,
202004017037418,TRWSSBJ,,,,15:25:30,,,,,,,false,,,,,15:21,,,
202004017037418,NRCHTPJ,,,,15:26,,,,,,,false,,,,,15:22,,,
202004017037418,NRCH,15:28,,15:28,,,,,false,,,,,,,15:23,,,,
202004017037420,LIVST,,14:30,,,14:30,,,,,,,,,false,,,14:29,,
202004017037420,BTHNLGR,,,,14:33,,,,,,,false,,,,,14:32,,,
202004017037420,BOWJ,,,,14:35,,,,,,,false,,,,,14:34,,,
202004017037420,STFD,,14:38,14:37:30,,14:38:30,,,false,,,,,,false,14:36,,14:37,,
202004017037420,MRYLAND,,,,14:40,,,,,,,false,,,,,14:38,,,
202004017037420,FRSTGTJ,,,,14:41,,,,,,,false,,,,,14:39,,,
202004017037420,ILFORD,,,,14:42:30,,,,,,,false,,,,,14:40,,,
202004017037420,MANRPK,,,,14:41:30,,,,,14:40,,false,,,,,,,,
202004017037420,SVNKNGS,,,,14:43,,,,,,,false,,,,,14:41,,,
202004017037420,GODMAYS,,,,14:43:30,,,,,,,false,,,,,14:42,,,
202004017037420,CHDWLHT,,,,14:44,,,,,,,false,,,,,14:42,,,
202004017037420,GIDEAPK,,,,14:47,,,,,,,false,,,,,14:44,,,
202004017037420,ROMFORD,,,,14:46,,,,,,,false,,,,,14:44,,,
202004017037420,HRLDWOD,,,,14:48,,,,,,,false,,,,,14:46,,,
202004017037420,BRTWOOD,,,,14:51,,,,,,,false,,,,,14:48,,,
202004017037420,SHENFLD,,,,14:53:30,,,,,,,false,,,,,14:50,,,
202004017037420,CHLMSFD,15:02,15:03,15:02,,15:03,,,false,,,,,,false,14:57,,15:02,,
202004017037420,WITHAME,,,,15:11,,,,,,,false,,,,,15:09,,,
202004017037420,MRKSTEY,,,,15:16,,,,,,,false,,,,,15:14,,,
202004017037420,CLCHSTR,15:22,15:23,15:21:30,,15:23:30,,,false,,,,,,false,15:17,,15:22,,
202004017037420,MANNGTR,15:31,15:32,15:31,,15:32,,,false,,,,,,false,15:29,,15:31,,
202004017037420,IPSWHJN,,,,15:40,,,,,,,false,,,,,15:37,,,
202004017037420,IPSWICH,15:42,15:44,15:42,,15:44,,,false,,,,,,false,15:40,,15:43,,
202004017037420,IPSWESJ,,,,15:45:30,,,,,,,false,,,,,15:44,,,
202004017037420,IPSWEPJ,,,,15:46:30,,,,,15:45,,false,,,,,,,,
202004017037420,STWMRKT,15:54,15:55,15:54,,15:55:30,,,false,,,,,,false,15:53,,16:02,,
202004017037420,HAGHLYJ,,,,15:58:30,,,,,,,false,,,,,16:05,,,
202004017037420,DISS,16:07,16:08,16:07,,16:08:30,,,false,,,,,,false,16:13,,16:14,,
202004017037420,TROWSEJ,,,,16:24:30,,,,,,,false,,,,,16:26,,,
202004017037420,TRWSSBJ,,,,16:25:30,,,,,,,false,,,,,16:27,,,
202004017037420,NRCHTPJ,,,,16:26,,,,,,,false,,,,,16:28,,,
202004017037420,NRCH,16:28,,16:28,,,,,false,,,,,,,16:29,,,,
202004017037422,LIVST,,15:30,,,15:30,,,,,,,,,false,,,15:29,,
202004017037422,BTHNLGR,,,,15:33,,,,,,,false,,,,,15:32,,,
202004017037422,BOWJ,,,,15:35,,,,,,,false,,,,,15:34,,,
202004017037422,STFD,,15:38,15:37:30,,15:38:30,,,false,,,,,,false,15:35,,15:37,,
202004017037422,MRYLAND,,,,15:40,,,,,,,false,,,,,15:38,,,
202004017037422,FRSTGTJ,,,,15:41,,,,,,,false,,,,,15:39,,,
202004017037422,ILFORD,,,,15:42:30,,,,,,,false,,,,,15:40,,,
202004017037422,MANRPK,,,,15:41:30,,,,,15:40,,false,,,,,,,,
202004017037422,SVNKNGS,,,,15:43,,,,,,,false,,,,,15:41,,,
202004017037422,GODMAYS,,,,15:43:30,,,,,,,false,,,,,15:42,,,
202004017037422,CHDWLHT,,,,15:44,,,,,,,false,,,,,15:42,,,
202004017037422,GIDEAPK,,,,15:47,,,,,,,false,,,,,15:44,,,
202004017037422,ROMFORD,,,,15:46,,,,,,,false,,,,,15:44,,,
202004017037422,HRLDWOD,,,,15:48,,,,,,,false,,,,,15:46,,,
202004017037422,BRTWOOD,,,,15:51,,,,,,,false,,,,,15:48,,,
202004017037422,SHENFLD,,,,15:53:30,,,,,,,false,,,,,15:50,,,
202004017037422,CHLMSFD,16:02,16:03,16:02,,16:03,,,false,,,,,,false,15:57,,16:02,,
202004017037422,WITHAME,,,,16:11,,,,,,,false,,,,,16:09,,,
202004017037422,MRKSTEY,,,,16:16,,,,,,,false,,,,,16:14,,,
202004017037422,CLCHSTR,16:22,16:23,16:21:30,,16:23:30,,,false,,,,,,false,16:18,,16:22,,
202004017037422,MANNGTR,16:31,16:32,16:31,,16:32,,,false,,,,,,false,16:29,,16:32,,
202004017037422,IPSWHJN,,,,16:40,,,,,,,false,,,,,16:38,,,
202004017037422,IPSWICH,16:42,16:44,16:42,,16:44,,,false,,,,,,false,16:40,,16:43,,
202004017037422,IPSWESJ,,,,16:45:30,,,,,,,false,,,,,16:45,,,
202004017037422,IPSWEPJ,,,,16:46:30,,,,,16:46,,false,,,,,,,,
202004017037422,STWMRKT,16:54,16:55,16:54,,16:55:30,,,false,,,,,,false,16:53,,16:54,,
202004017037422,HAGHLYJ,,,,16:58:30,,,,,,,false,,,,,16:57,,,
202004017037422,DISS,17:07,17:08,17:07,,17:08:30,,,false,,,,,,false,17:05,,17:07,,
202004017037422,TROWSEJ,,,,17:24:30,,,,,,,false,,,,,17:20,,,
202004017037422,TRWSSBJ,,,,17:25:30,,,,,,,false,,,,,17:21,,,
202004017037422,NRCHTPJ,,,,17:26,,,,,,,false,,,,,17:22,,,
